seq,sprint,module_id,task_key,module_title,status,completeness,completeness_score,files_ok,contract_required,contract_exists,timestamp_done,timestamp_last_changed,timestamp_committed,commit_hash,committed_by,worked_by,assigned_agent,local_file_locations,git_file_locations,git_urls
27,1,1.18,1.18@AUTH-2,"Security baseline — remove defaults, harden secrets",done,complete,100.0,True,True,True,2026-03-04T04:08:03+00:00,2026-03-08T20:22:47-04:00,2026-03-03T22:59:12-05:00,6e8a668b8ac8c5ba22493ac8e91128dfadb7c236,messagesgoel-blip,OpenCode,OpenCode,/home/sanjay/cacheflow_work/lib/auth; /home/sanjay/cacheflow_work/web/lib/auth; /home/sanjay/cacheflow_work/web/lib/auth/__tests__; /home/sanjay/cacheflow_work/app/api/search/route.ts; /home/sanjay/cacheflow_work/app/api/share/route.ts; /home/sanjay/cacheflow_work/app/api/jobs/route.ts; /home/sanjay/cacheflow_work/app/api/vault/route.ts; /home/sanjay/cacheflow_work/app/api/remotes/[uuid]/proxy/route.ts; /home/sanjay/cacheflow_work/app/api/remotes/[uuid]/actions/delete/route.ts; /home/sanjay/cacheflow_work/app/api/remotes/[uuid]/actions/move/route.ts; /home/sanjay/cacheflow_work/app/api/remotes/[uuid]/actions/rename/route.ts; /home/sanjay/cacheflow_work/app/api/remotes/[uuid]/actions/download/route.ts; /home/sanjay/cacheflow_work/app/api/share/[id]/revoke/route.ts; /home/sanjay/cacheflow_work/app/api/transfers/[id]/chunks/route.ts; /home/sanjay/cacheflow_work/app/api/transfers/[id]/progress/route.ts; /home/sanjay/cacheflow_work/app/api/connections/vps/route.ts; /home/sanjay/cacheflow_work/web/app/api/remotes/route.ts; /home/sanjay/cacheflow_work/web/app/api/remote-upload/route.ts; /home/sanjay/cacheflow_work/web/app/api/rate-limits/route.ts; /home/sanjay/cacheflow_work/web/app/api/favorites/route.ts; /home/sanjay/cacheflow_work/web/app/api/transfers/route.ts; /home/sanjay/cacheflow_work/web/app/api/connections/route.ts; /home/sanjay/cacheflow_work/web/app/api/jobs/route.ts; /home/sanjay/cacheflow_work/web/app/api/remotes/[uuid]/upload/route.ts; /home/sanjay/cacheflow_work/web/app/api/remotes/[uuid]/health/route.ts; /home/sanjay/cacheflow_work/web/app/api/remotes/[uuid]/proxy/route.ts; /home/sanjay/cacheflow_work/web/app/api/providers/[id]/route.ts; /home/sanjay/cacheflow_work/web/app/api/providers/vps/route.ts; /home/sanjay/cacheflow_work/web/app/api/providers/vps/[id]/route.ts; /home/sanjay/cacheflow_work/web/app/api/providers/vps/test/route.ts; /home/sanjay/cacheflow_work/web/app/api/providers/vps/[id]/[...segments]/route.ts; /home/sanjay/cacheflow_work/web/app/api/favorites/[id]/route.ts; /home/sanjay/cacheflow_work/web/app/api/cleanup/duplicates/route.ts; /home/sanjay/cacheflow_work/web/app/api/transfers/chunk/route.ts; /home/sanjay/cacheflow_work/web/app/api/connections/health/route.ts; /home/sanjay/cacheflow_work/web/app/api/vault/[id]/unlock/route.ts; /home/sanjay/cacheflow_work/web/app/api/files/download/route.ts; /home/sanjay/cacheflow_work/web/app/api/auth/login/route.ts; /home/sanjay/cacheflow_work/web/app/api/auth/refresh/route.ts; /home/sanjay/cacheflow_work/web/app/api/auth/session/route.ts; /home/sanjay/cacheflow_work/web/app/api/auth/2fa/status/route.ts; /home/sanjay/cacheflow_work/web/app/api/auth/2fa/disable/route.ts; /home/sanjay/cacheflow_work/web/app/api/auth/2fa/verify/route.ts; /home/sanjay/cacheflow_work/web/app/api/auth/2fa/setup/route.ts; /home/sanjay/cacheflow_work/web/middleware.ts,lib/auth; web/lib/auth; web/lib/auth/__tests__; app/api/search/route.ts; app/api/share/route.ts; app/api/jobs/route.ts; app/api/vault/route.ts; app/api/remotes/[uuid]/proxy/route.ts; app/api/remotes/[uuid]/actions/delete/route.ts; app/api/remotes/[uuid]/actions/move/route.ts; app/api/remotes/[uuid]/actions/rename/route.ts; app/api/remotes/[uuid]/actions/download/route.ts; app/api/share/[id]/revoke/route.ts; app/api/transfers/[id]/chunks/route.ts; app/api/transfers/[id]/progress/route.ts; app/api/connections/vps/route.ts; web/app/api/remotes/route.ts; web/app/api/remote-upload/route.ts; web/app/api/rate-limits/route.ts; web/app/api/favorites/route.ts; web/app/api/transfers/route.ts; web/app/api/connections/route.ts; web/app/api/jobs/route.ts; web/app/api/remotes/[uuid]/upload/route.ts; web/app/api/remotes/[uuid]/health/route.ts; web/app/api/remotes/[uuid]/proxy/route.ts; web/app/api/providers/[id]/route.ts; web/app/api/providers/vps/route.ts; web/app/api/providers/vps/[id]/route.ts; web/app/api/providers/vps/test/route.ts; web/app/api/providers/vps/[id]/[...segments]/route.ts; web/app/api/favorites/[id]/route.ts; web/app/api/cleanup/duplicates/route.ts; web/app/api/transfers/chunk/route.ts; web/app/api/connections/health/route.ts; web/app/api/vault/[id]/unlock/route.ts; web/app/api/files/download/route.ts; web/app/api/auth/login/route.ts; web/app/api/auth/refresh/route.ts; web/app/api/auth/session/route.ts; web/app/api/auth/2fa/status/route.ts; web/app/api/auth/2fa/disable/route.ts; web/app/api/auth/2fa/verify/route.ts; web/app/api/auth/2fa/setup/route.ts; web/middleware.ts,https://github.com/messagesgoel-blip/cacheflow/blob/main/lib/auth; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/lib/auth; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/lib/auth/__tests__; https://github.com/messagesgoel-blip/cacheflow/blob/main/app/api/search/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/app/api/share/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/app/api/jobs/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/app/api/vault/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/app/api/remotes/[uuid]/proxy/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/app/api/remotes/[uuid]/actions/delete/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/app/api/remotes/[uuid]/actions/move/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/app/api/remotes/[uuid]/actions/rename/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/app/api/remotes/[uuid]/actions/download/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/app/api/share/[id]/revoke/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/app/api/transfers/[id]/chunks/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/app/api/transfers/[id]/progress/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/app/api/connections/vps/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/api/remotes/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/api/remote-upload/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/api/rate-limits/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/api/favorites/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/api/transfers/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/api/connections/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/api/jobs/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/api/remotes/[uuid]/upload/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/api/remotes/[uuid]/health/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/api/remotes/[uuid]/proxy/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/api/providers/[id]/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/api/providers/vps/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/api/providers/vps/[id]/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/api/providers/vps/test/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/api/providers/vps/[id]/[...segments]/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/api/favorites/[id]/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/api/cleanup/duplicates/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/api/transfers/chunk/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/api/connections/health/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/api/vault/[id]/unlock/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/api/files/download/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/api/auth/login/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/api/auth/refresh/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/api/auth/session/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/api/auth/2fa/status/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/api/auth/2fa/disable/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/api/auth/2fa/verify/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/api/auth/2fa/setup/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/middleware.ts
28,1,1.19,1.19@AUTH-2,Security audit test — verify no secrets in API responses,done,complete,100.0,True,False,False,2026-03-04T04:25:16+00:00,2026-03-04T16:27:42-05:00,2026-03-03T22:59:12-05:00,6e8a668b8ac8c5ba22493ac8e91128dfadb7c236,messagesgoel-blip,Gemini,Gemini,/home/sanjay/cacheflow_work/e2e/tests/securityAudit.spec.ts,e2e/tests/securityAudit.spec.ts,https://github.com/messagesgoel-blip/cacheflow/blob/main/e2e/tests/securityAudit.spec.ts
29,2,2.1,2.1@UPLOAD-1,Add persistent Upload / New Folder / Refresh action bar,done,complete,100.0,True,False,False,2026-03-04T12:16:04+00:00,2026-03-08T11:47:20-04:00,2026-03-04T05:51:46-05:00,901d0586f6132e1f4e42939c8f970986f09d6ae2,messagesgoel-blip,ClaudeCode,ClaudeCode,/home/sanjay/cacheflow_work/web/app/files/page.tsx; /home/sanjay/cacheflow_work/web/components/files/ActionBar.tsx,web/app/files/page.tsx; web/components/files/ActionBar.tsx,https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/files/page.tsx; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/components/files/ActionBar.tsx
30,2,2.2,2.2@UPLOAD-1,Implement file upload with progress and toast,done,complete,100.0,True,True,True,2026-03-04T11:15:36+00:00,2026-03-05T20:15:11-05:00,2026-03-04T05:51:46-05:00,901d0586f6132e1f4e42939c8f970986f09d6ae2,messagesgoel-blip,OpenCode,OpenCode,/home/sanjay/cacheflow_work/web/app/api/remotes/[uuid]/upload/route.ts; /home/sanjay/cacheflow_work/lib/uploads/uploadManager.ts,web/app/api/remotes/[uuid]/upload/route.ts; lib/uploads/uploadManager.ts,https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/api/remotes/[uuid]/upload/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/lib/uploads/uploadManager.ts
31,2,2.3,2.3@ACTIONS-1,"File table: single click select + right panel, double click open",done,complete,100.0,True,False,False,2026-03-04T12:24:31+00:00,2026-03-04T16:27:42-05:00,2026-03-04T07:16:16-05:00,bc256cd43c5f78cd9494ab12e7be440855b218d7,messagesgoel-blip,ClaudeCode,ClaudeCode,/home/sanjay/cacheflow_work/web/components/files/FileTable.tsx; /home/sanjay/cacheflow_work/web/components/files/FileDetailPanel.tsx,web/components/files/FileTable.tsx; web/components/files/FileDetailPanel.tsx,https://github.com/messagesgoel-blip/cacheflow/blob/main/web/components/files/FileTable.tsx; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/components/files/FileDetailPanel.tsx
32,2,2.4,2.4@ACTIONS-1,Three-dot row menu + right-click context menu (identical),done,complete,100.0,True,False,False,2026-03-04T12:24:41+00:00,2026-03-04T16:27:42-05:00,2026-03-04T07:16:16-05:00,bc256cd43c5f78cd9494ab12e7be440855b218d7,messagesgoel-blip,ClaudeCode,ClaudeCode,/home/sanjay/cacheflow_work/web/components/files/FileContextMenu.tsx; /home/sanjay/cacheflow_work/web/components/files/MultiSelectToolbar.tsx,web/components/files/FileContextMenu.tsx; web/components/files/MultiSelectToolbar.tsx,https://github.com/messagesgoel-blip/cacheflow/blob/main/web/components/files/FileContextMenu.tsx; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/components/files/MultiSelectToolbar.tsx
33,2,2.5,2.5@ACTIONS-1,Write E2E tests for all file action entry points,done,complete,100.0,True,False,False,2026-03-04T12:16:04+00:00,2026-03-04T16:27:42-05:00,2026-03-04T05:51:46-05:00,901d0586f6132e1f4e42939c8f970986f09d6ae2,messagesgoel-blip,Gemini,Gemini,/home/sanjay/cacheflow_work/e2e/tests/fileActions.spec.ts,e2e/tests/fileActions.spec.ts,https://github.com/messagesgoel-blip/cacheflow/blob/main/e2e/tests/fileActions.spec.ts
34,2,2.6,2.6@PREVIEW-1,"Fix preview panel mount — ""Opening"" toast must open a panel; enforce CSP for image/PDF/text previews with Playwright zero-CSP-error verification",done,complete,100.0,True,False,False,2026-03-04T12:16:04+00:00,2026-03-08T11:15:24-04:00,2026-03-04T05:51:46-05:00,901d0586f6132e1f4e42939c8f970986f09d6ae2,messagesgoel-blip,ClaudeCode,ClaudeCode,/home/sanjay/cacheflow_work/web/components/PreviewPanel.tsx; /home/sanjay/cacheflow_work/web/components/UnifiedFileBrowser.tsx,web/components/PreviewPanel.tsx; web/components/UnifiedFileBrowser.tsx,https://github.com/messagesgoel-blip/cacheflow/blob/main/web/components/PreviewPanel.tsx; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/components/UnifiedFileBrowser.tsx
35,2,2.7,2.7@PREVIEW-1,Unsupported file types: immediate Download CTA via server-proxied /api/remotes/{uuid}/download/{fileId}; never expose raw provider URLs,done,complete,100.0,True,False,False,2026-03-04T12:16:04+00:00,2026-03-08T11:15:24-04:00,2026-03-04T05:51:46-05:00,901d0586f6132e1f4e42939c8f970986f09d6ae2,messagesgoel-blip,ClaudeCode,ClaudeCode,/home/sanjay/cacheflow_work/web/components/PreviewPanel.tsx; /home/sanjay/cacheflow_work/web/components/UnifiedFileBrowser.tsx,web/components/PreviewPanel.tsx; web/components/UnifiedFileBrowser.tsx,https://github.com/messagesgoel-blip/cacheflow/blob/main/web/components/PreviewPanel.tsx; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/components/UnifiedFileBrowser.tsx
36,2,2.8,2.8@PREVIEW-1,E2E preview tests — supported and unsupported types,done,complete,100.0,True,False,False,2026-03-04T12:16:04+00:00,2026-03-04T16:27:42-05:00,2026-03-04T05:51:46-05:00,901d0586f6132e1f4e42939c8f970986f09d6ae2,messagesgoel-blip,Gemini,Gemini,/home/sanjay/cacheflow_work/e2e/tests/filePreview.spec.ts,e2e/tests/filePreview.spec.ts,https://github.com/messagesgoel-blip/cacheflow/blob/main/e2e/tests/filePreview.spec.ts
37,2,2.9,2.9@NAV-1,Merge Cloud Drives / Providers / Integrations → Connections,done,complete,100.0,True,False,False,2026-03-04T12:16:04+00:00,2026-03-08T18:29:43-04:00,2026-03-04T05:51:46-05:00,901d0586f6132e1f4e42939c8f970986f09d6ae2,messagesgoel-blip,ClaudeCode,ClaudeCode,/home/sanjay/cacheflow_work/web/app/connections/page.tsx; /home/sanjay/cacheflow_work/web/components/Sidebar.tsx; /home/sanjay/cacheflow_work/web/components/ProviderHub.tsx,web/app/connections/page.tsx; web/components/Sidebar.tsx; web/components/ProviderHub.tsx,https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/connections/page.tsx; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/components/Sidebar.tsx; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/components/ProviderHub.tsx
38,2,2.10,2.10@RESP-1,"File table visual polish — skeleton loaders, hover, separators",done,complete,100.0,True,False,False,2026-03-04T12:24:41+00:00,2026-03-04T16:27:42-05:00,2026-03-04T07:16:16-05:00,bc256cd43c5f78cd9494ab12e7be440855b218d7,messagesgoel-blip,ClaudeCode,ClaudeCode,/home/sanjay/cacheflow_work/web/components/files/FileTable.tsx; /home/sanjay/cacheflow_work/web/components/Sidebar/AccountRow.tsx; /home/sanjay/cacheflow_work/web/styles/files.css,web/components/files/FileTable.tsx; web/components/Sidebar/AccountRow.tsx; web/styles/files.css,https://github.com/messagesgoel-blip/cacheflow/blob/main/web/components/files/FileTable.tsx; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/components/Sidebar/AccountRow.tsx; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/styles/files.css
39,2,2.11,2.11@RESP-1,Sidebar collapsible accordion per provider group,done,complete,100.0,True,False,False,2026-03-04T12:24:41+00:00,2026-03-04T16:27:42-05:00,2026-03-04T07:16:16-05:00,bc256cd43c5f78cd9494ab12e7be440855b218d7,messagesgoel-blip,ClaudeCode,ClaudeCode,/home/sanjay/cacheflow_work/web/components/Sidebar/ProviderGroup.tsx,web/components/Sidebar/ProviderGroup.tsx,https://github.com/messagesgoel-blip/cacheflow/blob/main/web/components/Sidebar/ProviderGroup.tsx
40,2,2.12,2.12@RESP-1,Responsive layout pass — 375px viewport minimum,done,complete,100.0,True,False,False,2026-03-04T12:24:41+00:00,2026-03-08T11:47:20-04:00,2026-03-04T07:16:16-05:00,bc256cd43c5f78cd9494ab12e7be440855b218d7,messagesgoel-blip,ClaudeCode,ClaudeCode,/home/sanjay/cacheflow_work/web/components/Sidebar; /home/sanjay/cacheflow_work/web/app/files/page.tsx; /home/sanjay/cacheflow_work/web/app/connections/page.tsx; /home/sanjay/cacheflow_work/web/styles/layout.css,web/components/Sidebar; web/app/files/page.tsx; web/app/connections/page.tsx; web/styles/layout.css,https://github.com/messagesgoel-blip/cacheflow/blob/main/web/components/Sidebar; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/files/page.tsx; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/connections/page.tsx; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/styles/layout.css
41,2,2.13,2.13@2FA-1,"TOTP setup flow — QR generation, verification, backup codes",done,complete,100.0,True,True,True,2026-03-04T11:26:38+00:00,2026-03-06T12:46:14-05:00,2026-03-04T05:51:46-05:00,901d0586f6132e1f4e42939c8f970986f09d6ae2,messagesgoel-blip,OpenCode,OpenCode,/home/sanjay/cacheflow_work/app/api/auth/2fa; /home/sanjay/cacheflow_work/web/app/api/auth/2fa; /home/sanjay/cacheflow_work/web/app/api/auth/2fa/status; /home/sanjay/cacheflow_work/web/app/api/auth/2fa/disable; /home/sanjay/cacheflow_work/web/app/api/auth/2fa/verify; /home/sanjay/cacheflow_work/web/app/api/auth/2fa/setup; /home/sanjay/cacheflow_work/lib/auth/totp.ts; /home/sanjay/cacheflow_work/web/lib/auth/totp.ts; /home/sanjay/cacheflow_work/prisma/migrations/003_2fa,app/api/auth/2fa; web/app/api/auth/2fa; web/app/api/auth/2fa/status; web/app/api/auth/2fa/disable; web/app/api/auth/2fa/verify; web/app/api/auth/2fa/setup; lib/auth/totp.ts; web/lib/auth/totp.ts; prisma/migrations/003_2fa,https://github.com/messagesgoel-blip/cacheflow/blob/main/app/api/auth/2fa; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/api/auth/2fa; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/api/auth/2fa/status; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/api/auth/2fa/disable; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/api/auth/2fa/verify; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/api/auth/2fa/setup; https://github.com/messagesgoel-blip/cacheflow/blob/main/lib/auth/totp.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/lib/auth/totp.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/prisma/migrations/003_2fa
42,2,2.14,2.14@2FA-1,TOTP login challenge UI,done,complete,100.0,True,False,False,2026-03-04T12:16:04+00:00,2026-03-03T10:53:53-05:00,2026-03-04T05:51:46-05:00,901d0586f6132e1f4e42939c8f970986f09d6ae2,messagesgoel-blip,ClaudeCode,ClaudeCode,/home/sanjay/cacheflow_work/web/app/auth/2fa-challenge/page.tsx; /home/sanjay/cacheflow_work/web/components/auth/TOTPInput.tsx,web/app/auth/2fa-challenge/page.tsx; web/components/auth/TOTPInput.tsx,https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/auth/2fa-challenge/page.tsx; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/components/auth/TOTPInput.tsx
43,2,2.15,2.15@2FA-1,"Settings: manage 2FA, backup codes, last-used timestamp",done,complete,100.0,True,False,False,2026-03-04T12:16:04+00:00,2026-03-08T10:54:40-04:00,2026-03-04T05:51:46-05:00,901d0586f6132e1f4e42939c8f970986f09d6ae2,messagesgoel-blip,ClaudeCode,ClaudeCode,/home/sanjay/cacheflow_work/web/app/settings/security/page.tsx; /home/sanjay/cacheflow_work/web/components/settings/TwoFAPanel.tsx,web/app/settings/security/page.tsx; web/components/settings/TwoFAPanel.tsx,https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/settings/security/page.tsx; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/components/settings/TwoFAPanel.tsx
44,2,2.16,2.16@2FA-1,E2E 2FA tests — full enable/use/disable cycle,done,complete,100.0,True,False,False,2026-03-04T12:16:04+00:00,2026-03-04T16:27:42-05:00,2026-03-04T05:51:46-05:00,901d0586f6132e1f4e42939c8f970986f09d6ae2,messagesgoel-blip,Gemini,Gemini,/home/sanjay/cacheflow_work/e2e/tests/twoFA.spec.ts,e2e/tests/twoFA.spec.ts,https://github.com/messagesgoel-blip/cacheflow/blob/main/e2e/tests/twoFA.spec.ts
45,2,OPS-E2E-READY,OPS-E2E-READY@QA-1,Add Playwright preflight wait-for-api on 127.0.0.1:8100,done,complete,100.0,True,True,True,2026-03-04T11:27:09+00:00,2026-03-07T01:56:50-05:00,2026-03-04T05:51:46-05:00,901d0586f6132e1f4e42939c8f970986f09d6ae2,messagesgoel-blip,OpenCode,OpenCode,/home/sanjay/cacheflow_work/web/playwright.config.ts; /home/sanjay/cacheflow_work/web/e2e/fixtures/global-setup.ts; /home/sanjay/cacheflow_work/web/e2e/fixtures/global-teardown.ts; /home/sanjay/cacheflow_work/web/e2e/fixtures/README.md,web/playwright.config.ts; web/e2e/fixtures/global-setup.ts; web/e2e/fixtures/global-teardown.ts; web/e2e/fixtures/README.md,https://github.com/messagesgoel-blip/cacheflow/blob/main/web/playwright.config.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/e2e/fixtures/global-setup.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/e2e/fixtures/global-teardown.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/e2e/fixtures/README.md
46,2,OPS-QA-WATCH,OPS-QA-WATCH@QA-1,"Run QA watcher loop: detect dependency unlocks, claim ready Gemini E2E tasks, and emit blocker reports",done,complete,100.0,True,False,False,2026-03-04T12:16:04+00:00,2026-03-08T18:28:35-04:00,2026-03-04T05:51:46-05:00,901d0586f6132e1f4e42939c8f970986f09d6ae2,messagesgoel-blip,Gemini,Gemini,/home/sanjay/cacheflow_work/web/e2e; /home/sanjay/cacheflow_work/web/e2e/tests; /home/sanjay/cacheflow_work/web/e2e/helpers; /home/sanjay/cacheflow_work/web/e2e/fixtures; /home/sanjay/cacheflow_work/web/e2e/tests/providers; /home/sanjay/cacheflow_work/monitoring/task_history.yaml; /home/sanjay/cacheflow_work/docs/prompts; /home/sanjay/cacheflow_work/BLOCKER_QA_SEED.md,web/e2e; web/e2e/tests; web/e2e/helpers; web/e2e/fixtures; web/e2e/tests/providers; monitoring/task_history.yaml; docs/prompts; BLOCKER_QA_SEED.md,https://github.com/messagesgoel-blip/cacheflow/blob/main/web/e2e; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/e2e/tests; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/e2e/helpers; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/e2e/fixtures; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/e2e/tests/providers; https://github.com/messagesgoel-blip/cacheflow/blob/main/monitoring/task_history.yaml; https://github.com/messagesgoel-blip/cacheflow/blob/main/docs/prompts; https://github.com/messagesgoel-blip/cacheflow/blob/main/BLOCKER_QA_SEED.md
47,2,UI-P1-T01,UI-P1-T01@HOLD-UI-2026-03-02,Fix Cloud Drives page empty or unclear connected state,done,complete,100.0,True,False,False,2026-03-04T12:16:04+00:00,2026-03-08T18:29:43-04:00,2026-03-04T05:51:46-05:00,901d0586f6132e1f4e42939c8f970986f09d6ae2,messagesgoel-blip,ClaudeCode,ClaudeCode,/home/sanjay/cacheflow_work/web/components/Sidebar.tsx; /home/sanjay/cacheflow_work/web/components/UnifiedFileBrowser.tsx; /home/sanjay/cacheflow_work/web/app/connections/page.tsx,web/components/Sidebar.tsx; web/components/UnifiedFileBrowser.tsx; web/app/connections/page.tsx,https://github.com/messagesgoel-blip/cacheflow/blob/main/web/components/Sidebar.tsx; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/components/UnifiedFileBrowser.tsx; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/connections/page.tsx
48,2,UI-P1-T02,UI-P1-T02@HOLD-UI-2026-03-02,Fix 401 proxy failures for connected remotes (/api/remotes/:id/proxy),done,complete,100.0,True,True,True,2026-03-04T11:30:41+00:00,2026-03-07T22:46:32-05:00,2026-03-04T05:51:46-05:00,901d0586f6132e1f4e42939c8f970986f09d6ae2,messagesgoel-blip,OpenCode,OpenCode,/home/sanjay/cacheflow_work/app/api/remotes/[uuid]/proxy/route.ts; /home/sanjay/cacheflow_work/web/app/api/remotes/[uuid]/proxy/route.ts; /home/sanjay/cacheflow_work/lib/apiClient.ts; /home/sanjay/cacheflow_work/web/lib/apiClient.ts; /home/sanjay/cacheflow_work/lib/interceptors/authInterceptor.ts; /home/sanjay/cacheflow_work/web/lib/interceptors/authInterceptor.ts,app/api/remotes/[uuid]/proxy/route.ts; web/app/api/remotes/[uuid]/proxy/route.ts; lib/apiClient.ts; web/lib/apiClient.ts; lib/interceptors/authInterceptor.ts; web/lib/interceptors/authInterceptor.ts,https://github.com/messagesgoel-blip/cacheflow/blob/main/app/api/remotes/[uuid]/proxy/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/api/remotes/[uuid]/proxy/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/lib/apiClient.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/lib/apiClient.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/lib/interceptors/authInterceptor.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/lib/interceptors/authInterceptor.ts
49,2,UI-P1-T03,UI-P1-T03@HOLD-UI-2026-03-02,Fix preview panel open reliability from file rows and overflow Open,done,complete,100.0,True,False,False,2026-03-04T12:24:41+00:00,2026-03-08T11:15:24-04:00,2026-03-04T07:16:16-05:00,bc256cd43c5f78cd9494ab12e7be440855b218d7,messagesgoel-blip,ClaudeCode,ClaudeCode,/home/sanjay/cacheflow_work/web/components/PreviewPanel.tsx; /home/sanjay/cacheflow_work/web/components/UnifiedFileBrowser.tsx,web/components/PreviewPanel.tsx; web/components/UnifiedFileBrowser.tsx,https://github.com/messagesgoel-blip/cacheflow/blob/main/web/components/PreviewPanel.tsx; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/components/UnifiedFileBrowser.tsx
